4	15	-0.053693	-0.137054
5	15	-0.065965	-0.119705
6	15	-0.076812	-0.081783
7	15	-0.083166	-0.029051
8	15	-0.083166	0.029051
9	15	-0.076812	0.081783
10	15	-0.065965	0.119705
11	15	-0.053693	0.137054
12	15	-0.042473	0.132714
13	15	-0.033653	0.109268
14	15	-0.027733	0.071426
15	15	-0.024790	0.024790

